いぬ
とり
たか
うさぎ
うみどり
おうし
かい
かえる
かじき
かり
かわざかな
がん
くぐい
くじゃく
くらげ
こうし
こうもり
ぞう
つる
にわとり
とり
ねこ
はくちょう
はくろ
ぱうあかい
ぱんだ
ひつじ
みみずく
りくがい
アニマル
あにまる
イエイヌ
いえいぬ
イエネコ
いえねこ
イエバト
いえばと
イヌ
いぬ
いぬ
イルカ
いるか
イーグル
いーぐる
ウサギ
うさぎ
ウシ
うし
ウミウシ
うみうし
ウミカイ
うみかい
オウム
おうむ
オオカミ
おおかみ
カキ
かき
カケス
かけす
カジキ
かじき
カタツムリ
かたつむり
カモ
かも
かも
カラス
からす
ガゼル
がぜる
ガン
がん
キツツキ
きつつき
クグイ
くぐい
クジャク
くじゃく
クジラ
くじら
クマ
くま
くま
クモ
くも
クラゲ
くらげ
クロウ
くろう
クーズー
くーずー
コウモリ
こうもり
コニュア
こにゅあ
コロンブ
ころんぶ
コンドル
こんどる
サギ
さぎ
サル
さる
シカ
しか
シラサギ
しらさぎ
スネイル
すねいる
スネール
すねーる
ゾウ
ぞう
タイ
たい
タカ
たか
ツブ
つぶ
ツブガイ
つぶがい
ツル
つる
テトラ
てとら
ディンゴ
でぃんご
デデムシ
ででむし
デメキン
でめきん
トビウオ
とびうお
トラウト
とらうと
ドバト
どばと
ナメクジ
なめくじ
ニワトリ
にわとり
ネコ
ねこ
ネズミ
ねずみ
ハクチョウ
はくちょう
ハゲタカ
はげたか
ハゲワシ
はげわし
ハト
はと
パウア
ぱうあ
パンダ
ぱんだ
パーチ
ぱーち
ヒツジ
ひつじ
ヒメマス
ひめます
ピジョン
ぴじょん
フクロウ
ふくろう
ブル
ぶる
ヘビ
へび
ボレイ
ぼれい
マイマイ
まいまい
マス
ます
ミミズク
みみずく
ラクダ
らくだ
ラット
らっと
レイヨウ
れいよう
ロバ
ろば
ワシ
わし
ワーム
わーむ




