http://www.wikidata.org/entity/Q466621,番付,ばんづけ
http://www.wikidata.org/entity/Q494602,竹島,たけしま
http://www.wikidata.org/entity/Q553927,丸紅,まるべに
http://www.wikidata.org/entity/Q642765,空海,くうかい
http://www.wikidata.org/entity/Q660947,客家,はっか
http://www.wikidata.org/entity/Q696966,時宗,じしゅう
http://www.wikidata.org/entity/Q730266,文久,ぶんきゅう
http://www.wikidata.org/entity/Q746549,料理,りょうり
http://www.wikidata.org/entity/Q789960,番茶,ばんちゃ
http://www.wikidata.org/entity/Q858893,敬礼,けいれい
http://www.wikidata.org/entity/Q865416,院政,いんせい
http://www.wikidata.org/entity/Q907647,行司,ぎょうじ
http://www.wikidata.org/entity/Q909302,石高,いしたか
http://www.wikidata.org/entity/Q909452,皇室,こうしつ
http://www.wikidata.org/entity/Q970153,子役,こやく
http://www.wikidata.org/entity/Q1066018,東映,とうえい
http://www.wikidata.org/entity/Q1070893,馬力,ばりき
http://www.wikidata.org/entity/Q1079102,平氏,へいし
http://www.wikidata.org/entity/Q1178087,竹島,たけしま
http://www.wikidata.org/entity/Q1196717,映画,えいが
http://www.wikidata.org/entity/Q1212098,鉄道,てつどう
http://www.wikidata.org/entity/Q1289397,新宿,しんじゅく
http://www.wikidata.org/entity/Q1345471,幕内,まくうち
http://www.wikidata.org/entity/Q1368546,衆道,しゅどう
http://www.wikidata.org/entity/Q1392100,銀河,ぎんが
http://www.wikidata.org/entity/Q1436376,貴族,きぞく
http://www.wikidata.org/entity/Q1685411,天領,てんりょう
http://www.wikidata.org/entity/Q1929041,博徒,ばくと
http://www.wikidata.org/entity/Q2246587,雲母,うんも
http://www.wikidata.org/entity/Q2405480,声優,せいゆう
http://www.wikidata.org/entity/Q2425502,女形,おやま
http://www.wikidata.org/entity/Q2431975,焼肉,やきにく
http://www.wikidata.org/entity/Q2483673,国造,くにのみやつこ
http://www.wikidata.org/entity/Q2489149,道元,どうげん
http://www.wikidata.org/entity/Q2502635,世界,せかい
http://www.wikidata.org/entity/Q2995529,穀物,こくもつ
http://www.wikidata.org/entity/Q2995864,少将,しょうしょう
http://www.wikidata.org/entity/Q3004087,植物,しょくぶつ
http://www.wikidata.org/entity/Q3046513,失禁,しっきん
http://www.wikidata.org/entity/Q3108542,西友,せいゆう
http://www.wikidata.org/entity/Q3118968,時間,じかん
http://www.wikidata.org/entity/Q3135765,非人,ひにん
http://www.wikidata.org/entity/Q3180373,黒夢,くろゆめ
http://www.wikidata.org/entity/Q3331845,神話,しんわ
http://www.wikidata.org/entity/Q3482500,憲兵,けんぺい
http://www.wikidata.org/entity/Q3882219,暗殺,あんさつ
http://www.wikidata.org/entity/P59,星座,せいざ
http://www.wikidata.org/entity/Q4231804,星座,せいざ
http://www.wikidata.org/entity/Q4426116,自我,じが
http://www.wikidata.org/entity/Q4971324,学士,がくし
http://www.wikidata.org/entity/Q5097025,中将,ちゅうじょう
http://www.wikidata.org/entity/Q6634952,戦死,せんし
http://www.wikidata.org/entity/Q7098620,野党,やとう
http://www.wikidata.org/entity/Q7498922,白金,しろがね
http://www.wikidata.org/entity/Q7603898,夏至,げし
http://www.wikidata.org/entity/Q7723211,皇后,こうごう
http://www.wikidata.org/entity/Q7746721,関羽,かんう
http://www.wikidata.org/entity/Q8422804,馬力,ばりき
http://www.wikidata.org/entity/Q9418169,六曜,ろくよう
http://www.wikidata.org/entity/Q10444973,神使,しんし
http://www.wikidata.org/entity/Q11255957,Z旗,Zはた
http://www.wikidata.org/entity/Q11284628,博多,はかた
http://www.wikidata.org/entity/Q11466247,山九,さんきゅう
http://www.wikidata.org/entity/Q11512281,明治,めいじ
http://www.wikidata.org/entity/Q11539730,森星,もりほし
http://www.wikidata.org/entity/Q11546970,死神,しにがみ
http://www.wikidata.org/entity/Q11549629,氷点,ひょうてん
http://www.wikidata.org/entity/Q11573514,球速,きゅうそく
http://www.wikidata.org/entity/Q11581068,皇族,こうぞく
http://www.wikidata.org/entity/Q11581076,皇治,こうおさむ
http://www.wikidata.org/entity/Q11615904,芸映,げいえい
http://www.wikidata.org/entity/Q11659937,雪虫,ゆきむし
http://www.wikidata.org/entity/Q12617483,竹島,たけしま
http://www.wikidata.org/entity/Q13163531,大字,おおあざ
http://www.wikidata.org/entity/Q13403578,後宮,あとみや
http://www.wikidata.org/entity/Q13423122,七夕,たなばた
http://www.wikidata.org/entity/P654,方位,ほうい
http://www.wikidata.org/entity/Q14566073,羊肉,ひつじにく
http://www.wikidata.org/entity/Q14592130,宣祖,せんそ
http://www.wikidata.org/entity/Q15901886,黒海,こっかい
http://www.wikidata.org/entity/Q16687744,関税,かんぜい
http://www.wikidata.org/entity/Q18669875,事件,じけん
http://www.wikidata.org/entity/Q24868526,地球,ちきゅう
http://www.wikidata.org/entity/Q26157630,梅田,うめだ
http://www.wikidata.org/entity/Q26437469,対馬,つしま
http://www.wikidata.org/entity/Q26437473,対馬,つしま
http://www.wikidata.org/entity/Q26437487,対馬,つしま
http://www.wikidata.org/entity/Q26437497,対馬,つしま
http://www.wikidata.org/entity/Q26449045,大本,おおもと
http://www.wikidata.org/entity/Q27237749,光永,みつなが
http://www.wikidata.org/entity/Q28689839,銀河,ぎんが
http://www.wikidata.org/entity/Q40103921,勝矢,かつや
http://www.wikidata.org/entity/Q42633271,白山,はくさん
http://www.wikidata.org/entity/Q43511412,原子,げんし
http://www.wikidata.org/entity/Q46955442,焼肉,やきにく
http://www.wikidata.org/entity/Q47092542,千束,せんぞく
http://www.wikidata.org/entity/Q49649347,竹島,たけしま
http://www.wikidata.org/entity/Q61355960,死神,しにがみ
http://www.wikidata.org/entity/Q65271619,栄信,えいしん
http://www.wikidata.org/entity/Q73452236,竹島,たけしま
http://www.wikidata.org/entity/Q86739694,海里,かいり
http://www.wikidata.org/entity/Q90032603,光永,みつなが
http://www.wikidata.org/entity/Q90035525,大本,おおもと
http://www.wikidata.org/entity/Q93975107,明治,めいじ
http://www.wikidata.org/entity/Q96240506,刻刻,こくこく
http://www.wikidata.org/entity/Q99294416,日本,にっぽん
http://www.wikidata.org/entity/Q104601448,太陽,たいよう
http://www.wikidata.org/entity/P9188,四球,しきゅう
http://www.wikidata.org/entity/Q109834964,国司,くにじ
http://www.wikidata.org/entity/Q110193434,境町,さかいまち
http://www.wikidata.org/entity/Q110475875,昭和,しょうわ
http://www.wikidata.org/entity/Q111143723,温泉,おんせん
http://www.wikidata.org/entity/Q1,宇宙,うちゅう
http://www.wikidata.org/entity/Q166,黒海,こっかい
http://www.wikidata.org/entity/Q735,芸術,げいじゅつ
http://www.wikidata.org/entity/Q3918,大学,だいがく
http://www.wikidata.org/entity/Q5113,鳥類,ちょうるい
http://www.wikidata.org/entity/Q8072,火山,かざん
http://www.wikidata.org/entity/Q8432,文明,ぶんめい
http://www.wikidata.org/entity/Q8928,星座,せいざ
http://www.wikidata.org/entity/Q9333,老子,ろうし
http://www.wikidata.org/entity/Q10801,張形,はりかた
http://www.wikidata.org/entity/Q11042,文化,ぶんか
http://www.wikidata.org/entity/Q20317,竹島,たけしま
http://www.wikidata.org/entity/Q33999,俳優,はいゆう
http://www.wikidata.org/entity/Q35535,警察,けいさつ
http://www.wikidata.org/entity/Q35856,洗礼,せんれい
http://www.wikidata.org/entity/Q39782,黄銅,おうどう
http://www.wikidata.org/entity/Q40614,化石,かせき
http://www.wikidata.org/entity/Q41493,古代,こだい
http://www.wikidata.org/entity/Q48352,元首,げんしゅ
http://www.wikidata.org/entity/Q52389,関税,かんぜい
http://www.wikidata.org/entity/Q58929,去勢,きょせい
http://www.wikidata.org/entity/Q61982,大名,だいみょう
http://www.wikidata.org/entity/Q102356,旅団,りょだん
http://www.wikidata.org/entity/Q128841,桜島,さくらしま
http://www.wikidata.org/entity/Q133087,痛風,つうふう
http://www.wikidata.org/entity/Q140588,台風,たいふう
http://www.wikidata.org/entity/Q155890,重水,じゅうすい
http://www.wikidata.org/entity/Q172175,密教,みっきょう
http://www.wikidata.org/entity/Q174670,王水,おうすい
http://www.wikidata.org/entity/Q181066,速記,そっき
http://www.wikidata.org/entity/Q183425,腹痛,ふくつう
http://www.wikidata.org/entity/Q188863,亡命,ぼうめい
http://www.wikidata.org/entity/Q196627,元日,がんじつ
http://www.wikidata.org/entity/Q197202,張角,ちょうかく
http://www.wikidata.org/entity/Q211503,氏族,しぞく
http://www.wikidata.org/entity/Q217096,徳仁,のりひと
http://www.wikidata.org/entity/Q229580,赤軍,せきぐん
http://www.wikidata.org/entity/Q254907,元老,げんろう
http://www.wikidata.org/entity/Q272530,史記,しき
http://www.wikidata.org/entity/Q383854,宝島,たからしま
http://www.wikidata.org/entity/Q385517,大本,おおもと
http://www.wikidata.org/entity/Q398996,昭和,しょうわ
http://www.wikidata.org/entity/Q408568,東宝,とうほう
http://www.wikidata.org/entity/Q410729,一宮,いちのみや
http://www.wikidata.org/entity/Q459964,純祖,じゅんそ
http://www.wikidata.org/entity/Q462214,政治,せいじ
http://www.wikidata.org/entity/Q484079,総統,そうとう
http://www.wikidata.org/entity/Q484359,宣祖,せんそ
http://www.wikidata.org/entity/Q505711,納豆,なっとう
http://www.wikidata.org/entity/Q507980,法然,ほうねん
http://www.wikidata.org/entity/Q640267,出島,でじま
http://www.wikidata.org/entity/Q665124,憲兵,けんぺい
http://www.wikidata.org/entity/Q670860,大将,たいしょう
http://www.wikidata.org/entity/Q716847,火病,ひびょう
http://www.wikidata.org/entity/Q738560,洗礼,せんれい
http://www.wikidata.org/entity/Q781835,司祭,しさい
http://www.wikidata.org/entity/Q812767,神道,しんとう
http://www.wikidata.org/entity/Q833912,九州,きゅうしゅう
http://www.wikidata.org/entity/Q844727,宮家,みやいえ
http://www.wikidata.org/entity/Q845724,神楽,かぐら
http://www.wikidata.org/entity/Q866812,河童,かっぱ
http://www.wikidata.org/entity/Q902855,花王,かおう
http://www.wikidata.org/entity/Q903422,親王,しんのう
http://www.wikidata.org/entity/Q960642,神曲,しんきょく
http://www.wikidata.org/entity/Q1028602,天皇,てんのう
http://www.wikidata.org/entity/Q1048902,投手,とうしゅ
http://www.wikidata.org/entity/Q1064889,宗氏,そうし
http://www.wikidata.org/entity/Q1069829,後漢,ごかん
http://www.wikidata.org/entity/Q1069886,大学,だいがく
http://www.wikidata.org/entity/Q1073260,四神,しじん
http://www.wikidata.org/entity/Q1122114,蔵馬,くらうま
http://www.wikidata.org/entity/Q1129409,極左,きょくさ
http://www.wikidata.org/entity/Q1204868,国体,こくたい
http://www.wikidata.org/entity/Q1339268,春分,しゅんぶん
http://www.wikidata.org/entity/Q1343157,側位,がわくらい
http://www.wikidata.org/entity/Q1364685,立春,りっしゅん
http://www.wikidata.org/entity/Q1525202,銀座,ぎんざ
http://www.wikidata.org/entity/Q1574228,花街,かがい
http://www.wikidata.org/entity/Q1621322,人間,にんげん
http://www.wikidata.org/entity/Q1759237,得宗,とくそう
http://www.wikidata.org/entity/Q1975935,武士,ぶし
http://www.wikidata.org/entity/Q2286693,鉄道,てつどう
http://www.wikidata.org/entity/Q2307436,地球,ちきゅう
http://www.wikidata.org/entity/Q2437271,警視,けいし
http://www.wikidata.org/entity/Q2462286,麦人,むぎひと
http://www.wikidata.org/entity/Q2502757,教皇,きょうこう
http://www.wikidata.org/entity/Q2656737,太陽,たいよう
http://www.wikidata.org/entity/Q2660346,極左,きょくさ
http://www.wikidata.org/entity/Q2712826,動物,どうぶつ
http://www.wikidata.org/entity/Q2717004,文化,ぶんか
http://www.wikidata.org/entity/Q3100519,中将,ちゅうじょう
http://www.wikidata.org/entity/Q3201265,講談,こうだん
http://www.wikidata.org/entity/Q3235719,亡命,ぼうめい
http://www.wikidata.org/entity/Q3314483,果物,くだもの
http://www.wikidata.org/entity/Q3834913,重賞,じゅうしょう
http://www.wikidata.org/entity/Q3882179,殺人,さつじん
http://www.wikidata.org/entity/P35,元首,げんしゅ
http://www.wikidata.org/entity/Q5275004,世界,せかい
http://www.wikidata.org/entity/Q5465729,連隊,れんたい
http://www.wikidata.org/entity/Q5552126,世界,せかい
http://www.wikidata.org/entity/Q6146620,地球,ちきゅう
http://www.wikidata.org/entity/Q6148820,勝矢,かつや
http://www.wikidata.org/entity/Q6451204,少将,しょうしょう
http://www.wikidata.org/entity/Q6495391,近代,きんだい
http://www.wikidata.org/entity/Q6791638,中将,ちゅうじょう
http://www.wikidata.org/entity/Q7243314,首相,しゅしょう
http://www.wikidata.org/entity/Q10856418,竹島,たけしま
http://www.wikidata.org/entity/Q10887591,保守,ほしゅ
http://www.wikidata.org/entity/Q11240567,十王,じゅうおう
http://www.wikidata.org/entity/Q11410372,友近,ともちか
http://www.wikidata.org/entity/Q11434523,大将,たいしょう
http://www.wikidata.org/entity/Q11505538,日本,にっぽん
http://www.wikidata.org/entity/Q11516046,月山,がっさん
http://www.wikidata.org/entity/Q11568997,熟女,じゅくじょ
http://www.wikidata.org/entity/Q11616866,英二,えいじ
http://www.wikidata.org/entity/Q11656189,関西,かんさい
http://www.wikidata.org/entity/Q11795009,画像,がぞう
http://www.wikidata.org/entity/Q12609698,遊女,ゆうじょ
http://www.wikidata.org/entity/Q12827256,神話,しんわ
http://www.wikidata.org/entity/P1082,人口,じんこう
http://www.wikidata.org/entity/Q16072096,真言,しんごん
http://www.wikidata.org/entity/Q16280934,事件,じけん
http://www.wikidata.org/entity/Q17215806,犯罪,はんざい
http://www.wikidata.org/entity/Q18297022,中国,ちゅうごく
http://www.wikidata.org/entity/Q18676911,論語,ろんご
http://www.wikidata.org/entity/P2075,音速,おんそく
http://www.wikidata.org/entity/Q21435252,警視,けいし
http://www.wikidata.org/entity/Q24868635,下戸,げこ
http://www.wikidata.org/entity/Q26216280,鳥居,とりい
http://www.wikidata.org/entity/Q26447188,竹島,たけしま
http://www.wikidata.org/entity/Q27242714,一宮,いちのみや
http://www.wikidata.org/entity/Q27242882,白山,はくさん
http://www.wikidata.org/entity/Q27242883,白山,はくさん
http://www.wikidata.org/entity/Q27500674,死神,しにがみ
http://www.wikidata.org/entity/Q36906466,宇宙,うちゅう
http://www.wikidata.org/entity/Q45099827,祝詞,のりと
http://www.wikidata.org/entity/Q48764292,同心,どうしん
http://www.wikidata.org/entity/Q48765450,白山,はくさん
http://www.wikidata.org/entity/Q51698501,明治,めいじ
http://www.wikidata.org/entity/Q60996443,太陽,たいよう
http://www.wikidata.org/entity/Q62828007,令和,れいわ
http://www.wikidata.org/entity/Q64553921,男色,だんしょく
http://www.wikidata.org/entity/Q65059474,原神,はらかみ
http://www.wikidata.org/entity/Q65061543,三体,さんたい
http://www.wikidata.org/entity/Q79816142,明治,めいじ
http://www.wikidata.org/entity/Q83913553,管領,かんりょう
http://www.wikidata.org/entity/Q86744230,白夜,びゃくや
http://www.wikidata.org/entity/Q88257238,引退,いんたい
http://www.wikidata.org/entity/Q90032870,一宮,いちのみや
http://www.wikidata.org/entity/Q93710715,中将,ちゅうじょう
http://www.wikidata.org/entity/Q97342100,平成,へいせい
http://www.wikidata.org/entity/Q104013339,海里,かいり
http://www.wikidata.org/entity/Q104539385,文明,ぶんめい
http://www.wikidata.org/entity/Q104604464,太陽,たいよう
http://www.wikidata.org/entity/Q110929728,温泉,おんせん
http://www.wikidata.org/entity/Q17,日本,にっぽん
http://www.wikidata.org/entity/Q152,魚類,ぎょるい
http://www.wikidata.org/entity/Q313,金星,きんせい
http://www.wikidata.org/entity/Q318,銀河,ぎんが
http://www.wikidata.org/entity/Q336,科学,かがく
http://www.wikidata.org/entity/Q467,女性,じょせい
http://www.wikidata.org/entity/Q515,都市,とし
http://www.wikidata.org/entity/Q623,炭素,たんそ
http://www.wikidata.org/entity/Q925,水銀,すいぎん
http://www.wikidata.org/entity/Q2225,電子,でんし
http://www.wikidata.org/entity/Q2329,化学,かがく
http://www.wikidata.org/entity/Q5107,大陸,たいりく
http://www.wikidata.org/entity/Q7169,保守,ほしゅ
http://www.wikidata.org/entity/Q7408,科挙,かきょ
http://www.wikidata.org/entity/Q9715,精液,せいえき
http://www.wikidata.org/entity/Q11002,砂糖,さとう
http://www.wikidata.org/entity/Q11004,野菜,やさい
http://www.wikidata.org/entity/Q22667,鉄道,てつどう
http://www.wikidata.org/entity/Q34777,X線,Xせん
http://www.wikidata.org/entity/Q40185,神曲,しんきょく
http://www.wikidata.org/entity/Q43412,使徒,しと
http://www.wikidata.org/entity/Q44235,月食,げっしょく
http://www.wikidata.org/entity/Q46344,量子,りょうし
http://www.wikidata.org/entity/Q83267,犯罪,はんざい
http://www.wikidata.org/entity/Q121594,教授,きょうじゅ
http://www.wikidata.org/entity/Q123397,国家,こっか
http://www.wikidata.org/entity/Q133462,切腹,せっぷく
http://www.wikidata.org/entity/Q133593,四国,しこく
http://www.wikidata.org/entity/Q168983,火災,かさい
http://www.wikidata.org/entity/Q169419,梅田,うめだ
http://www.wikidata.org/entity/Q177220,歌手,かしゅ
http://www.wikidata.org/entity/Q190991,極夜,きょくや
http://www.wikidata.org/entity/Q192199,豆乳,とうにゅう
http://www.wikidata.org/entity/Q203415,紅茶,こうちゃ
http://www.wikidata.org/entity/Q234731,鳥居,とりい
http://www.wikidata.org/entity/Q261967,倍音,ばいおん
http://www.wikidata.org/entity/Q294585,大正,たいしょう
http://www.wikidata.org/entity/Q327567,昭和,しょうわ
http://www.wikidata.org/entity/Q341695,火山,かざん
http://www.wikidata.org/entity/Q385120,大鏡,おおかがみ
http://www.wikidata.org/entity/Q418433,源氏,げんじ
http://www.wikidata.org/entity/Q479033,死神,しにがみ
http://www.wikidata.org/entity/Q482620,神話,しんわ
http://www.wikidata.org/entity/Q483444,和服,わふく
http://www.wikidata.org/entity/Q484453,仁祖,じんそ
http://www.wikidata.org/entity/Q485619,漢字,かんじ
http://www.wikidata.org/entity/Q590761,太陽,たいよう
http://www.wikidata.org/entity/Q600461,白夜,びゃくや
http://www.wikidata.org/entity/Q619776,同心,どうしん
http://www.wikidata.org/entity/Q701398,正月,しょうがつ
http://www.wikidata.org/entity/Q721587,電報,でんぽう
http://www.wikidata.org/entity/Q732282,円仁,えんにん
http://www.wikidata.org/entity/Q745564,戦車,せんしゃ
http://www.wikidata.org/entity/Q746798,節分,せつぶん
http://www.wikidata.org/entity/Q753811,心中,しんじゅう
http://www.wikidata.org/entity/Q774621,白夜,びゃくや
http://www.wikidata.org/entity/Q918199,首相,しゅしょう
http://www.wikidata.org/entity/Q928670,州兵,しゅうへい
http://www.wikidata.org/entity/Q929462,老子,ろうし
http://www.wikidata.org/entity/Q933394,飛地,とびち
http://www.wikidata.org/entity/Q959309,炭鉱,たんこう
http://www.wikidata.org/entity/Q985893,東組,ひがしぐみ
http://www.wikidata.org/entity/Q1046403,東寺,とうじ
http://www.wikidata.org/entity/Q1071027,人名,じんめい
http://www.wikidata.org/entity/Q1072125,父島,ちちしま
http://www.wikidata.org/entity/Q1074078,清春,きよはる
http://www.wikidata.org/entity/Q1091111,長勇,ちょういさみ
http://www.wikidata.org/entity/Q1136664,行基,ぎょうき
http://www.wikidata.org/entity/Q1141023,守護,しゅご
http://www.wikidata.org/entity/Q1147421,立秋,りっしゅう
http://www.wikidata.org/entity/Q1154724,打点,だてん
http://www.wikidata.org/entity/Q1156320,紅葉,こうよう
http://www.wikidata.org/entity/Q1193544,文明,ぶんめい
http://www.wikidata.org/entity/Q1196812,老中,ろうじゅう
http://www.wikidata.org/entity/Q1206195,天保,てんぽう
http://www.wikidata.org/entity/Q1273815,方位,ほうい
http://www.wikidata.org/entity/Q1294710,科学,かがく
http://www.wikidata.org/entity/Q1369099,教授,きょうじゅ
http://www.wikidata.org/entity/Q1423744,小結,こむすび
http://www.wikidata.org/entity/Q1424116,前頭,ぜんとう
http://www.wikidata.org/entity/Q1555938,南極,なんきょく
http://www.wikidata.org/entity/Q1656379,一宮,いちのみや
http://www.wikidata.org/entity/Q1770529,流罪,るざい
http://www.wikidata.org/entity/Q2166602,大関,おおぜき
http://www.wikidata.org/entity/Q2234969,黒潮,くろしお
http://www.wikidata.org/entity/Q2470279,司祭,しさい
http://www.wikidata.org/entity/Q2615315,人柱,ひとばしら
http://www.wikidata.org/entity/Q2672106,冷戦,れいせん
http://www.wikidata.org/entity/Q3125096,明治,めいじ
http://www.wikidata.org/entity/Q3183038,少将,しょうしょう
http://www.wikidata.org/entity/Q3391810,悪名,あくめい
http://www.wikidata.org/entity/Q3521737,男性,だんせい
http://www.wikidata.org/entity/Q3625389,暗殺,あんさつ
http://www.wikidata.org/entity/Q3867355,村正,むらまさ
http://www.wikidata.org/entity/Q4388789,練炭,れんたん
http://www.wikidata.org/entity/Q4618975,博士,はかせ
http://www.wikidata.org/entity/Q4700325,赤線,あかせん
http://www.wikidata.org/entity/P140,宗教,しゅうきょう
http://www.wikidata.org/entity/Q5353683,後宮,あとみや
http://www.wikidata.org/entity/Q5577390,厳島,いつくしま
http://www.wikidata.org/entity/Q6158595,対馬,つしま
http://www.wikidata.org/entity/Q6501000,長安,ちょうあん
http://www.wikidata.org/entity/Q6737436,事件,じけん
http://www.wikidata.org/entity/Q7402759,境町,さかいまち
http://www.wikidata.org/entity/Q8009980,天保,てんぽう
http://www.wikidata.org/entity/Q11255956,Z旗,Zはた
http://www.wikidata.org/entity/Q11352523,一宮,いちのみや
http://www.wikidata.org/entity/Q11360913,下戸,げこ
http://www.wikidata.org/entity/Q11362111,世界,せかい
http://www.wikidata.org/entity/Q11372355,五常,ごじょう
http://www.wikidata.org/entity/Q11398395,力士,りきし
http://www.wikidata.org/entity/Q11423778,土用,どよう
http://www.wikidata.org/entity/Q11429065,境町,さかいまち
http://www.wikidata.org/entity/Q11435326,大広,だいこう
http://www.wikidata.org/entity/Q11467670,山善,やまぜん
http://www.wikidata.org/entity/Q11537992,桜島,さくらしま
http://www.wikidata.org/entity/Q11569980,版元,はんもと
http://www.wikidata.org/entity/Q11583513,真言,しんごん
http://www.wikidata.org/entity/Q11680369,白夜,びゃくや
http://www.wikidata.org/entity/Q12376089,首相,しゅしょう
http://www.wikidata.org/entity/Q13189369,中国,ちゅうごく
http://www.wikidata.org/entity/Q13486638,文化,ぶんか
http://www.wikidata.org/entity/Q16191368,花火,はなび
http://www.wikidata.org/entity/Q16579252,紅葉,こうよう
http://www.wikidata.org/entity/Q16768897,三貴,みき
http://www.wikidata.org/entity/Q17015701,男色,だんしょく
http://www.wikidata.org/entity/Q20043056,太陽,たいよう
http://www.wikidata.org/entity/Q20155557,長安,ちょうあん
http://www.wikidata.org/entity/Q23998952,北極,ほっきょく
http://www.wikidata.org/entity/Q26437478,対馬,つしま
http://www.wikidata.org/entity/Q26437492,対馬,つしま
http://www.wikidata.org/entity/Q26449041,大本,おおもと
http://www.wikidata.org/entity/Q26449050,大本,おおもと
http://www.wikidata.org/entity/Q27237750,光永,みつなが
http://www.wikidata.org/entity/Q27263707,神宮,じんぐう
http://www.wikidata.org/entity/Q27263729,神宮,じんぐう
http://www.wikidata.org/entity/Q28411319,時間,じかん
http://www.wikidata.org/entity/Q30083239,白金,しろがね
http://www.wikidata.org/entity/Q30923766,大丸,だいまる
http://www.wikidata.org/entity/Q40104453,浅草,あさくさ
http://www.wikidata.org/entity/Q48748166,鳥居,とりい
http://www.wikidata.org/entity/Q48763066,死印,しいん
http://www.wikidata.org/entity/Q49098112,中東,ちゅうとう
http://www.wikidata.org/entity/Q60606520,国宝,こくほう
http://www.wikidata.org/entity/Q63697969,節分,せつぶん
http://www.wikidata.org/entity/Q85884509,音楽,おんがく
http://www.wikidata.org/entity/Q86735844,文化,ぶんか
http://www.wikidata.org/entity/Q90032720,鳥居,とりい
http://www.wikidata.org/entity/Q90034729,竹島,たけしま
http://www.wikidata.org/entity/Q97193160,羽南,はねみなみ
http://www.wikidata.org/entity/Q97273483,戦争,せんそう
http://www.wikidata.org/entity/Q105259987,魚豊,さかなゆたか
http://www.wikidata.org/entity/P9190,打点,だてん
http://www.wikidata.org/entity/Q108779896,日本,にっぽん
http://www.wikidata.org/entity/Q109591238,詩羽,しはね
http://www.wikidata.org/entity/Q111569752,雪女,ゆきおんな
http://www.wikidata.org/entity/Q112136094,湯女,ゆな
http://www.wikidata.org/entity/Q112239573,幹葉,かんは
http://www.wikidata.org/entity/Q2,地球,ちきゅう
http://www.wikidata.org/entity/Q290,性別,せいべつ
http://www.wikidata.org/entity/Q319,木星,もくせい
http://www.wikidata.org/entity/Q395,数学,すうがく
http://www.wikidata.org/entity/Q638,音楽,おんがく
http://www.wikidata.org/entity/Q728,武器,ぶき
http://www.wikidata.org/entity/Q5119,首都,しゅと
http://www.wikidata.org/entity/Q5369,野球,やきゅう
http://www.wikidata.org/entity/Q7355,黄河,こうが
http://www.wikidata.org/entity/Q8441,男性,だんせい
http://www.wikidata.org/entity/Q8573,孫文,そんぶん
http://www.wikidata.org/entity/Q8959,北元,ほくげん
http://www.wikidata.org/entity/Q11421,磁石,じしゃく
http://www.wikidata.org/entity/Q11471,時間,じかん
http://www.wikidata.org/entity/Q13989,本州,ほんしゅう
http://www.wikidata.org/entity/Q23883,死海,しかい
http://www.wikidata.org/entity/Q24489,石炭,せきたん
http://www.wikidata.org/entity/Q76240,顔射,かおしゃ
http://www.wikidata.org/entity/Q83437,宝石,ほうせき
http://www.wikidata.org/entity/Q93318,海里,かいり
http://www.wikidata.org/entity/Q104085,石綿,いしわた
http://www.wikidata.org/entity/Q114675,雲母,うんも
http://www.wikidata.org/entity/Q122549,松竹,しょうちく
http://www.wikidata.org/entity/Q124003,音速,おんそく
http://www.wikidata.org/entity/Q127060,葉酸,ようさん
http://www.wikidata.org/entity/Q138321,元服,げんぷく
http://www.wikidata.org/entity/Q169534,師団,しだん
http://www.wikidata.org/entity/Q170538,処女,しょじょ
http://www.wikidata.org/entity/Q192852,野党,やとう
http://www.wikidata.org/entity/Q212989,水着,みずぎ
http://www.wikidata.org/entity/Q222227,空海,くうかい
http://www.wikidata.org/entity/Q224959,明治,めいじ
http://www.wikidata.org/entity/Q339836,点心,てんしん
http://www.wikidata.org/entity/Q364837,立山,たてやま
http://www.wikidata.org/entity/Q473472,母島,ははしま
http://www.wikidata.org/entity/Q555027,音楽,おんがく
http://www.wikidata.org/entity/Q587180,四球,しきゅう
http://www.wikidata.org/entity/Q599881,源氏,げんじ
http://www.wikidata.org/entity/Q655311,温泉,おんせん
http://www.wikidata.org/entity/Q697641,花札,はなふだ
http://www.wikidata.org/entity/Q709637,宝島,たからしま
http://www.wikidata.org/entity/Q740246,京都,きょうと
http://www.wikidata.org/entity/Q746052,銀座,ぎんざ
http://www.wikidata.org/entity/Q746583,歴史,れきし
http://www.wikidata.org/entity/Q806359,連隊,れんたい
http://www.wikidata.org/entity/Q817393,黒人,こくじん
http://www.wikidata.org/entity/Q839253,大将,たいしょう
http://www.wikidata.org/entity/Q845945,神社,じんじゃ
http://www.wikidata.org/entity/Q873478,演歌,えんか
http://www.wikidata.org/entity/Q875920,東宝,とうほう
http://www.wikidata.org/entity/Q918210,昭和,しょうわ
http://www.wikidata.org/entity/Q1037119,能楽,のうがく
http://www.wikidata.org/entity/Q1048478,春画,しゅんが
http://www.wikidata.org/entity/Q1069473,化学,かがく
http://www.wikidata.org/entity/Q1111292,関西,かんさい
http://www.wikidata.org/entity/Q1148403,神楽,かぐら
http://www.wikidata.org/entity/Q1178412,黒潮,くろしお
http://www.wikidata.org/entity/Q1190383,宝島,たからしま
http://www.wikidata.org/entity/Q1190985,十干,じっかん
http://www.wikidata.org/entity/Q1191018,立冬,りっとう
http://www.wikidata.org/entity/Q1196276,公家,くげ
http://www.wikidata.org/entity/Q1249620,笑点,しょうてん
http://www.wikidata.org/entity/Q1327119,文政,ぶんせい
http://www.wikidata.org/entity/Q1348260,神楽,かぐら
http://www.wikidata.org/entity/Q1495335,月山,がっさん
