漢字,仮名
良真,よしざね
官庁,かんちょう
忠勇,ちゅうゆう
徳育,とくいく
高喜,たかよし
川西,かわにし
男組,おとこぐみ
周期,しゅうき
丸池,まるいけ
南院,なんいん
深草,ふかくさ
拝絹,はいきぬ
義倉,ぎそう
周波,しゅうは
強平,きょうたいら
福女,ふくおんな
焼山,たきやま
城山,しろやま
団体,だんたい
理文,りぶん
正利,まさとし
検問,けんもん
真人,まさと
八島,やしま
横島,よこしま
寄島,よりしま
大島,おおしま
森村,もりむら
新居,しんきょ
見積,みつもり
長島,ながしま
小泉,こいずみ
仮歌,かりうた
呼吸,こきゅう
大森,おおもり
金戸,かねと
大下,おおした
宮内,みやうち
長割,ちょうわり
大畑,おおはた
下割,したわり
古川,ふるかわ
中郷,なかごう
前戸,まえこ
高野,たかの
境田,さかいだ
鳴戸,なると
新畑,しんはた
町田,まちだ
西台,にしだい
前畑,まえはた
中台,ちゅうたい
下宿,げしゅく
上宿,かみじゅく
北台,きただい
内野,ないや
向地,こうち
糖谷,とうたに
山中,さんちゅう
下前,したまえ
遠見,とおみ
三角,さんかく
向台,むかえだい
折坂,おりさか
王観,おうかん
海天,かいてん
塩出,しおで
大喜,だいき
大路,おおじ
大黒,だいこく
妻木,さいき
安能,あのう
富島,とみしま
川勝,かわかつ
常木,つねき
常葉,ときわ
平岩,ひらいわ
式場,しきじょう
弓山,ゆみやま
才賀,さいが
新村,にいむら
新関,にいぜき
明本,みょうほん
星田,ほしだ
春本,しゅんぽん
木辺,きべ
村木,むらき
松丸,まつまる
美月,みつき
三善,みよし
種谷,たねや
生出,おいで
前野,まえの
池間,いけま
竹野,たけの
町野,まちの
天羽,あもう
湯地,ゆち
波谷,なみたに
米本,よねもと
片上,かたがみ
神川,かみかわ
永倉,ながくら
由紀,ゆき
今村,いまむら
内容,ないよう
八段,はちだん
表兄,おもてあに
水頭,すいとう
根谷,ねや
六界,ろくかい
中新,ちゅうしん
風戸,かざと
山倉,やまくら
調律,ちょうりつ
A判,Aはん
山脈,さんみゃく
雑草,ざっそう
綿谷,わたたに
置塩,おきしお
羽根,はね
能島,のうしま
西宮,にしのみや
見砂,けんすな
角本,かどもと
貴志,きし
賀集,がしゅう
近松,きんしょう
近衛,このえ
都村,つむら
都田,みやこだ
関戸,せきど
降旗,こうき
除村,よけむら
飯倉,いいくら
馬原,まはら
高市,たかいち
高谷,こうや
黒部,くろべ
深作,ふかさく
牧港,まきみなと
天城,あまぎ
一樹,かずき
二関,にせき
三保,みほ
三平,さんぺい
三樹,みき
三岸,みぎし
三間,みつま
三段,さんだん
刷新,さっしん
真島,ましま
土肥,とい
三界,さんがい
王会,おうかい
王永,おうえい
権集,けんしゅう
黄氏,きし
王語,おうご
馬玉,うまたま
張忠,ちょうちゅう
王語,おうご
王羽,おうはね
馬忠,ばちゅう
石仁,いしひとし
張機,ちょうき
張忠,ちょうちゅう
張忠,ちょうちゅう
王育,おういく
丁立,ちょうりつ
戦旗,せんき
情熱,じょうねつ
山元,やまもと
四家,しいえ
四戸,しのへ
五代,ごだい
五味,ごみ
八戸,はちのへ
八田,はった
九戸,くのへ
千原,せんはら
千頭,ちかみ
千秋,せんしゅう
希望,きぼう
林材,りんざい
大幸,だいこう
本部,ほんぶ
春望,しゅんぼう
上社,かみやしろ
石橋,いしばし
質的,しつてき
飯盛,いいもり
林立,りんりつ
社口,やしろぐち
観経,かんぎょう
目送,もくそう
片倉,かたくら
安中,あんなか
日常,にちじょう
森清,もりきよし
公演,こうえん
鳥笛,とりぶえ
真柱,しんばしら
張挙,ちょうきょ
未来,みらい
足助,あすけ
中上,なかがみ
中居,なかい
中池,なかいけ
中泉,なかいずみ
中牧,なかまき
中頭,なかず
勝島,かちしま
小島,こじま
小島,こじま
小島,こじま
米島,こめしま
倉島,くらしま
前島,まえじま
前島,まえじま
丸島,まるしま
松島,まつしま
待島,たいしま
松島,まつしま
長島,ながしま
荷島,かしま
野島,のじま
野島,のじま
地熱,ちねつ
海景,かいけい
友太,ともた
水分,すいぶん
辞林,じりん
数野,かずの
除野,じょの
耳野,みみの
桜野,さくらの
砂野,すなの
無生,むしょう
解体,かいたい
大森,おおもり
長印,ちょういん
美波,みなみ
食事,しょくじ
朝陽,あさひ
新音,しんおと
国晴,くにせい
万里,ばんり
朝河,あさかわ
玉川,たまがわ
常世,とこよ
神里,かみさと
新町,しんまち
焼山,たきやま
福池,ふくいけ
防予,ぼうよ
山部,やまべ
都留,つる
港栄,みなとさかえ
奏音,そうおと
的氏,てきし
夜行,やこう
王将,おうしょう
巻波,まきなみ
家族,かぞく
図式,ずしき
公平,こうへい
法印,ほういん
玉川,たまがわ
領域,りょういき
書記,しょき
祖父,そふ
千川,せんかわ
白票,はくひょう
梅郷,ばいごう
夜市,よいち
布田,ふだ
小向,こむかい
矢田,やだ
潮位,ちょうい
居室,きょしつ
段波,だんなみ
紀和,のりかず
使者,ししゃ
星出,ほしで
何真,なにまこと
幸川,さちかわ
長算,ちょうさん
車済,くるますみ
混迷,こんめい
勝次,かつじ
谷紅,たにくれない
西川,にしかわ
平覚,たいらかく
広告,こうこく
空美,そらび
集合,しゅうごう
集合,しゅうごう
力学,りきがく
体液,たいえき
五常,ごじょう
若宮,わかみや
民芸,みんげい
本田,ほんだ
王統,おうとう
王紀,おうき
今晩,こんばん
演覚,えんかく
二戸,にのへ
六戸,ろくのへ
本金,ほんきん
紅線,こうせん
減光,げんこう
報道,ほうどう
土生,はぶ
上皇,じょうこう
高畑,たかはた
南山,なんざん
松安,しょうあん
博文,ひろふみ
重信,しげのぶ
政武,まさたけ
予約,よやく
黒警,くろけい
中心,ちゅうしん
乱用,らんよう
仲間,なかま
元広,もとこう
前田,まえだ
千代,ちよ
向陽,こうよう
大写,だいしゃ
正家,まさいえ
水屋,みずや
潮城,しおしろ
設備,せつび
鉄道,てつどう
銀座,ぎんざ
長谷,はせ
市長,しちょう
定金,ていきん
湯氏,ゆし
張氏,ちょうし
許氏,もとし
王氏,おうし
中町,なかまち
今橋,いまはし
行心,ぎょうこころ
右足,みぎあし
公益,こうえき
田方,たがた
発音,はつおん
国際,こくさい
王氏,おうし
暴力,ぼうりょく
本宮,もとみや
純度,じゅんど
英九,えいきゅう
続島,ぞくしま
石田,いしだ
田中,たなか
姿勢,しせい
木板,きいた
大道,だいどう
花川,はなかわ
百島,ひゃくしま
終極,しゅうきょく
密殺,みっさつ
白昼,はくちゅう
遺品,いひん
王林,おうりん
往路,おうろ
志強,しきょう
千林,せんばやし
成育,せいいく
芽衣,めい
以降,いこう
千島,せんしま
深海,しんかい
単位,たんい
里町,さとまち
中妻,なかつま
野里,のざと
中野,なかの
有泉,ありいずみ
一鳴,いちめい
出城,でしろ
和田,わだ
特許,とっきょ
張学,ちょうがく
登記,とうき
高丸,たかまる
破損,はそん
遊造,ゆうぞう
幸町,さいわいちょう
飯田,いいだ
退化,たいか
夫夫,おっとおっと
堂宇,どうう
徳家,とくいえ
戸来,へらい
良子,よしこ
花座,はなざ
西氏,にしし
近新,きんしん
鏡宮,かがみみや
高徳,たかのり
風子,ふうこ
石組,いしぐみ
的星,てきほし
星光,ほしひかり
古里,ふるさと
四方,しほう
草島,くさしま
声点,しょうてん
外交,がいこう
北島,きたじま
洗国,せんくに
車町,くるままち
東種,ひがしたね
大森,おおもり
一松,いちまつ
学戸,がくこ
本町,ほんちょう
金程,きんほど
守田,もりた
小玉,こだま
矢田,やだ
河野,こうの
仁科,にしな
市来,いちき
城山,しろやま
石原,いしはら
武田,たけだ
小路,こうじ
福富,ふくとみ
春木,はるき
角野,かくの
小宮,こみや
西川,にしかわ
神代,かみしろ
安宅,あんたく
田平,たひら
谷内,たにうち
玉城,たまき
本郷,ほんごう
野辺,のべ
古市,ふるいち
戸高,とだか
玉川,たまがわ
仲田,なかだ
住田,すみた
入山,にゅうざん
元木,もとき
岸田,きしだ
水原,みずはら
米田,よねだ
大和,やまと
大倉,おおくら
北谷,きたたに
我妻,わがつま
西方,せいほう
船橋,ふなばし
千賀,ちが
石橋,いしばし
兵頭,ひょうどう
城間,しろま
金本,かねもと
小国,しょうこく
安達,あだち
水落,みずおち
谷本,たにもと
森谷,もりたに
三宅,みやけ
大上,おおうえ
二橋,にきょう
下川,しもかわ
植田,うえだ
相川,あいかわ
村田,むらた
下里,しもざと
中神,なかがみ
関田,かんだ
竹本,たけもと
岩下,いわした
野田,のだ
富田,とみた
三平,さんぺい
坂東,ばんどう
松川,まつかわ
武富,たけとみ
門倉,かどくら
増野,ましの
水間,みずま
湯山,ゆやま
今城,いまじょう
植山,うえやま
田上,たがみ
向山,むかいやま
三代,さんだい
久富,ひさとみ
竹田,たけだ
山野,やまの
小針,こはり
遠山,とうやま
綿谷,わたたに
友田,ともだ
山上,やまがみ
結城,ゆうき
下原,しもばら
小中,こなか
古賀,こが
倉林,くらばやし
小橋,こばし
新原,にいはら
宮前,みやまえ
田子,たご
安保,あんぽ
木島,きじま
上西,うえにし
白戸,しらと
福永,ふくなが
武部,たけべ
清宮,すがのみや
大平,おおひら
矢部,やべ
中谷,なかたに
久田,ひさだ
長橋,ながはし
園田,そのだ
水木,みずき
上平,かみたいら
山内,やまうち
水谷,みずたに
竹花,たけはな
豊永,とよなが
道上,どうじょう
相場,そうば
相良,さがら
坂根,さかね
船木,ふなき
元田,もとだ
正木,まさき
前畑,まえはた
土居,つちい
南雲,なぐも
大場,おおば
中島,なかじま
安倍,あべ
金成,かなり
千秋,せんしゅう
塩川,しおかわ
三森,みつもり
大中,だいちゅう
関野,せきの
座間,ざま
緑川,みどりかわ
金山,かなやま
田原,たはら
的場,まとば
三野,みの
高良,たかよし
赤星,あかぼし
西畑,にしはた
鳥羽,とば
中村,なかむら
短報,たんほう
固定,こてい
牛田,うした
氷点,ひょうてん
山菜,さんさい
志新,ししん
明枝,あきえ
主張,しゅちょう
志忠,こころざしただし
日新,にっしん
牧久,まききゅう
山本,やまもと
接点,せってん
大同,だいどう
七海,ななうみ
七海,ななうみ
七海,ななうみ
丸誠,まるまこと
識学,しきがく
先勝,せんしょう
友引,ともびき
大安,たいあん
有松,ありまつ
国場,こくば
歩美,あゆみ
糸数,いとかず
美樹,みき
変装,へんそう
元宮,もとみや
東橋,あずまばし
大丸,だいまる
道氏,みちし
大将,たいしょう
宗論,しゅうろん
松下,まつした
牛牧,うしまき
冬桜,ふゆさくら
中朝,ちゅうちょう
馬場,ばば
青年,せいねん
毛興,けきょう
選士,せんさむらい
正誤,せいご
正誤,せいご
政二,まさじ
中分,ちゅうぶん
我聞,がもん
変顔,へんがお
立飛,たちひ
飛島,とびしま
王孫,おうそん
温州,うんしゅう
赤化,せきか
手付,てつき
内面,ないめん
粉炭,ふんたん
